Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,mmy,mmy2
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Crew Cab Pickup,26,19,2202,33780,Honda Ridgeline 2017,Honda Ridgeline 2017
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Crew Cab Pickup,26,19,2202,29475,Honda Ridgeline 2017,Honda Ridgeline 2017
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Crew Cab Pickup,25,18,2202,35580,Honda Ridgeline 2017,Honda Ridgeline 2017
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Crew Cab Pickup,25,18,2202,31275,Honda Ridgeline 2017,Honda Ridgeline 2017
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Crew Cab Pickup,25,18,2202,41370,Honda Ridgeline 2017,Honda Ridgeline 2017
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Crew Cab Pickup,25,18,2202,34815,Honda Ridgeline 2017,Honda Ridgeline 2017
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,27,1720,15190,Kia Rio 2015,Kia Rio 2015
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1720,18290,Kia Rio 2015,Kia Rio 2015
Kia,Rio,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1720,13990,Kia Rio 2015,Kia Rio 2015
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,27,1720,18090,Kia Rio 2015,Kia Rio 2015
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1720,17190,Kia Rio 2015,Kia Rio 2015
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,27,1720,16990,Kia Rio 2015,Kia Rio 2015
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1720,15290,Kia Rio 2015,Kia Rio 2015
Kia,Rio,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,27,1720,13990,Kia Rio 2015,Kia Rio 2015
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,27,1720,20755,Kia Rio 2016,Kia Rio 2016
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,27,1720,15395,Kia Rio 2016,Kia Rio 2016
Kia,Rio,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,38,27,1720,14165,Kia Rio 2016,Kia Rio 2016
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,27,1720,17755,Kia Rio 2016,Kia Rio 2016
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1720,17905,Kia Rio 2016,Kia Rio 2016
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1720,15495,Kia Rio 2016,Kia Rio 2016
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1720,20905,Kia Rio 2016,Kia Rio 2016
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,36,27,1720,17755,Kia Rio 2017,Kia Rio 2017
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,1720,15495,Kia Rio 2017,Kia Rio 2017
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,1720,17905,Kia Rio 2017,Kia Rio 2017
Kia,Rio,2017,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,36,27,1720,14165,Kia Rio 2017,Kia Rio 2017
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,1720,20905,Kia Rio 2017,Kia Rio 2017
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,36,27,1720,15395,Kia Rio 2017,Kia Rio 2017
Acura,Rl,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,204,54250,Acura Rl 2010,Acura Rl 2010
Acura,Rl,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,204,50450,Acura Rl 2010,Acura Rl 2010
Acura,Rl,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,204,50450,Acura Rl 2010,Acura Rl 2010
Acura,Rl,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,204,46830,Acura Rl 2010,Acura Rl 2010
Acura,Rl,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,204,51350,Acura Rl 2011,Acura Rl 2011
Acura,Rl,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,204,51350,Acura Rl 2011,Acura Rl 2011
Acura,Rl,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,204,55150,Acura Rl 2011,Acura Rl 2011
Acura,Rl,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,204,47200,Acura Rl 2011,Acura Rl 2011
Acura,Rl,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,204,48200,Acura Rl 2012,Acura Rl 2012
Acura,Rl,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,204,52350,Acura Rl 2012,Acura Rl 2012
Acura,Rl,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,204,56150,Acura Rl 2012,Acura Rl 2012
Acura,Rl,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,204,52350,Acura Rl 2012,Acura Rl 2012
Acura,Rlx,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,50950,Acura Rlx 2015,Acura Rlx 2015
Acura,Rlx,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,60450,Acura Rlx 2015,Acura Rlx 2015
Acura,Rlx,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,48450,Acura Rlx 2015,Acura Rlx 2015
Acura,Rlx,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,54450,Acura Rlx 2015,Acura Rlx 2015
Acura,Rlx,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,56950,Acura Rlx 2015,Acura Rlx 2015
Acura,Rlx,2016,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,54450,Acura Rlx 2016,Acura Rlx 2016
Acura,Rlx,2016,premium unleaded (recommended),377.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Midsize,Sedan,32,28,204,59950,Acura Rlx 2016,Acura Rlx 2016
Acura,Rlx,2016,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,60450,Acura Rlx 2016,Acura Rlx 2016
Acura,Rlx,2016,premium unleaded (recommended),377.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Midsize,Sedan,32,28,204,65950,Acura Rlx 2016,Acura Rlx 2016
Acura,Rlx,2016,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,50950,Acura Rlx 2016,Acura Rlx 2016
Acura,Rlx,2017,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20,204,54450,Acura Rlx 2017,Acura Rlx 2017
Acura,Rlx,2017,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20,204,60450,Acura Rlx 2017,Acura Rlx 2017
Nissan,Rogue-Select,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,23,2009,20150,Nissan Rogue-Select 2014,Nissan Rogue-Select 2014
Nissan,Rogue-Select,2014,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,22,2009,21500,Nissan Rogue-Select 2014,Nissan Rogue-Select 2014
Nissan,Rogue-Select,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,22,2009,21500,Nissan Rogue-Select 2015,Nissan Rogue-Select 2015
Nissan,Rogue-Select,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,23,2009,20150,Nissan Rogue-Select 2015,Nissan Rogue-Select 2015
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,24140,Nissan Rogue 2015,Nissan Rogue 2015
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,29630,Nissan Rogue 2015,Nissan Rogue 2015
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,24390,Nissan Rogue 2015,Nissan Rogue 2015
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,28280,Nissan Rogue 2015,Nissan Rogue 2015
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,24490,Nissan Rogue 2015,Nissan Rogue 2015
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,22790,Nissan Rogue 2015,Nissan Rogue 2015
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,25840,Nissan Rogue 2015,Nissan Rogue 2015
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,23040,Nissan Rogue 2015,Nissan Rogue 2015
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,30080,Nissan Rogue 2016,Nissan Rogue 2016
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,24680,Nissan Rogue 2016,Nissan Rogue 2016
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,26130,Nissan Rogue 2016,Nissan Rogue 2016
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,28730,Nissan Rogue 2016,Nissan Rogue 2016
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,24780,Nissan Rogue 2016,Nissan Rogue 2016
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,23330,Nissan Rogue 2016,Nissan Rogue 2016
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,23820,Nissan Rogue 2017,Nissan Rogue 2017
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,26590,Nissan Rogue 2017,Nissan Rogue 2017
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,25240,Nissan Rogue 2017,Nissan Rogue 2017
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,25170,Nissan Rogue 2017,Nissan Rogue 2017
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,31310,Nissan Rogue 2017,Nissan Rogue 2017
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,29960,Nissan Rogue 2017,Nissan Rogue 2017
Volkswagen,Routan,2010,regular unleaded,197.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,873,33600,Volkswagen Routan 2010,Volkswagen Routan 2010
Volkswagen,Routan,2010,regular unleaded,251.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,42500,Volkswagen Routan 2010,Volkswagen Routan 2010
Volkswagen,Routan,2010,regular unleaded,251.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,38600,Volkswagen Routan 2010,Volkswagen Routan 2010
Volkswagen,Routan,2010,regular unleaded,197.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,873,25900,Volkswagen Routan 2010,Volkswagen Routan 2010
Volkswagen,Routan,2010,regular unleaded,197.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,873,30600,Volkswagen Routan 2010,Volkswagen Routan 2010
Volkswagen,Routan,2010,regular unleaded,197.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,873,32600,Volkswagen Routan 2010,Volkswagen Routan 2010
Volkswagen,Routan,2010,regular unleaded,251.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,38600,Volkswagen Routan 2010,Volkswagen Routan 2010
Volkswagen,Routan,2010,regular unleaded,251.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,36600,Volkswagen Routan 2010,Volkswagen Routan 2010
Volkswagen,Routan,2010,regular unleaded,251.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,42500,Volkswagen Routan 2010,Volkswagen Routan 2010
Volkswagen,Routan,2010,regular unleaded,251.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,36600,Volkswagen Routan 2010,Volkswagen Routan 2010
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,43240,Volkswagen Routan 2011,Volkswagen Routan 2011
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,34750,Volkswagen Routan 2011,Volkswagen Routan 2011
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,37390,Volkswagen Routan 2011,Volkswagen Routan 2011
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,33790,Volkswagen Routan 2011,Volkswagen Routan 2011
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,26930,Volkswagen Routan 2011,Volkswagen Routan 2011
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,39390,Volkswagen Routan 2011,Volkswagen Routan 2011
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,31770,Volkswagen Routan 2011,Volkswagen Routan 2011
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,873,34490,Volkswagen Routan 2012,Volkswagen Routan 2012
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,873,39890,Volkswagen Routan 2012,Volkswagen Routan 2012
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,873,32010,Volkswagen Routan 2012,Volkswagen Routan 2012
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,873,33490,Volkswagen Routan 2012,Volkswagen Routan 2012
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,873,37890,Volkswagen Routan 2012,Volkswagen Routan 2012
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,873,44280,Volkswagen Routan 2012,Volkswagen Routan 2012
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,873,27020,Volkswagen Routan 2012,Volkswagen Routan 2012
Audi,Rs-5,2013,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,23,16,3105,77900,Audi Rs-5 2013,Audi Rs-5 2013
Audi,Rs-5,2013,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3105,68900,Audi Rs-5 2013,Audi Rs-5 2013
Audi,Rs-5,2014,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3105,69600,Audi Rs-5 2014,Audi Rs-5 2014
Audi,Rs-5,2014,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,22,16,3105,77900,Audi Rs-5 2014,Audi Rs-5 2014
Audi,Rs-5,2015,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,22,16,3105,79200,Audi Rs-5 2015,Audi Rs-5 2015
Audi,Rs-5,2015,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3105,70900,Audi Rs-5 2015,Audi Rs-5 2015
Audi,Rs-7,2015,premium unleaded (required),560.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,16,3105,106500,Audi Rs-7 2015,Audi Rs-7 2015
Audi,Rs-7,2016,premium unleaded (required),560.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25,15,3105,108900,Audi Rs-7 2016,Audi Rs-7 2016
Audi,Rs-7,2017,premium unleaded (required),560.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25,15,3105,110700,Audi Rs-7 2017,Audi Rs-7 2017
Lexus,Rx-350,2015,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,18,454,40970,Lexus Rx-350 2015,Lexus Rx-350 2015
Lexus,Rx-350,2015,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,454,50220,Lexus Rx-350 2015,Lexus Rx-350 2015
Lexus,Rx-350,2015,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,454,48710,Lexus Rx-350 2015,Lexus Rx-350 2015
Lexus,Rx-350,2015,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,18,454,42370,Lexus Rx-350 2015,Lexus Rx-350 2015
Lexus,Rx-350,2016,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,19,454,49125,Lexus Rx-350 2016,Lexus Rx-350 2016
Lexus,Rx-350,2016,regular unleaded,295.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,20,454,41900,Lexus Rx-350 2016,Lexus Rx-350 2016
Lexus,Rx-350,2016,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,19,454,43300,Lexus Rx-350 2016,Lexus Rx-350 2016
Lexus,Rx-350,2017,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,19,454,50320,Lexus Rx-350 2017,Lexus Rx-350 2017
Lexus,Rx-350,2017,regular unleaded,295.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,20,454,48920,Lexus Rx-350 2017,Lexus Rx-350 2017
Lexus,Rx-350,2017,regular unleaded,295.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,20,454,43020,Lexus Rx-350 2017,Lexus Rx-350 2017
Lexus,Rx-350,2017,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,19,454,44420,Lexus Rx-350 2017,Lexus Rx-350 2017
Lexus,Rx-450H,2015,premium unleaded (required),295.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,28,32,454,47620,Lexus Rx-450H 2015,Lexus Rx-450H 2015
Lexus,Rx-450H,2015,premium unleaded (required),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,28,30,454,49020,Lexus Rx-450H 2015,Lexus Rx-450H 2015
Lexus,Rx-450H,2016,premium unleaded (recommended),308.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,28,30,454,57045,Lexus Rx-450H 2016,Lexus Rx-450H 2016
Lexus,Rx-450H,2016,premium unleaded (recommended),308.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,28,30,454,53635,Lexus Rx-450H 2016,Lexus Rx-450H 2016
Lexus,Rx-450H,2016,premium unleaded (recommended),308.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,30,31,454,52235,Lexus Rx-450H 2016,Lexus Rx-450H 2016
Lexus,Rx-450H,2017,premium unleaded (recommended),308.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,28,31,454,53035,Lexus Rx-450H 2017,Lexus Rx-450H 2017
Lexus,Rx-450H,2017,premium unleaded (recommended),308.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,28,31,454,56495,Lexus Rx-450H 2017,Lexus Rx-450H 2017
Mazda,Rx-8,2010,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Performance,Compact,Coupe,22,16,586,32140,Mazda Rx-8 2010,Mazda Rx-8 2010
Mazda,Rx-8,2010,premium unleaded (required),212.0,,AUTOMATIC,rear wheel drive,4.0,Performance,Compact,Coupe,23,16,586,26645,Mazda Rx-8 2010,Mazda Rx-8 2010
Mazda,Rx-8,2010,premium unleaded (required),212.0,,AUTOMATIC,rear wheel drive,4.0,Performance,Compact,Coupe,23,16,586,32810,Mazda Rx-8 2010,Mazda Rx-8 2010
Mazda,Rx-8,2010,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Performance,Compact,Coupe,22,16,586,26645,Mazda Rx-8 2010,Mazda Rx-8 2010
Mazda,Rx-8,2010,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Performance,Compact,Coupe,22,16,586,32110,Mazda Rx-8 2010,Mazda Rx-8 2010
Mazda,Rx-8,2011,premium unleaded (required),212.0,,AUTOMATIC,rear wheel drive,4.0,Performance,Compact,Coupe,23,16,586,32960,Mazda Rx-8 2011,Mazda Rx-8 2011
Mazda,Rx-8,2011,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Performance,Compact,Coupe,22,16,586,32260,Mazda Rx-8 2011,Mazda Rx-8 2011
Mazda,Rx-8,2011,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Performance,Compact,Coupe,22,16,586,32290,Mazda Rx-8 2011,Mazda Rx-8 2011
Mazda,Rx-8,2011,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Performance,Compact,Coupe,22,16,586,26795,Mazda Rx-8 2011,Mazda Rx-8 2011
Mazda,Rx-8,2011,premium unleaded (required),212.0,,AUTOMATIC,rear wheel drive,4.0,Performance,Compact,Coupe,23,16,586,26795,Mazda Rx-8 2011,Mazda Rx-8 2011
